property_type,sector,price,bedroom,bathroom,balcony,agePossession,built_up_area,servant room,store room,furnishing_type,luxury_category,floor_category
flat,sector 102,0.45,1.0,1.0,2,Relatively New,750.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 110,3.7,4.0,5.0,3,Relatively New,3067.01030927835,1.0,0.0,0.0,High,Mid Floor
house,sector 48,4.95,7.0,7.0,3+,Old Property,2403.0,1.0,1.0,0.0,Medium,Low Floor
flat,sector 91,1.75,4.0,4.0,3,Relatively New,2132.474226804124,1.0,0.0,1.0,Medium,Mid Floor
house,sector 70,4.0,4.0,4.0,3+,Relatively New,6000.0,1.0,0.0,1.0,High,Low Floor
flat,sector 23,0.55,2.0,2.0,1,Moderately Old,992.2680412371134,0.0,0.0,0.0,Low,Low Floor
flat,sector 82,0.89,2.0,2.0,2,Relatively New,1094.1082474226805,0.0,0.0,0.0,Medium,High Floor
house,sector 28,1.39,2.0,2.0,1,Old Property,1450.0,0.0,1.0,1.0,Low,Mid Floor
flat,sector 81,3.25,4.0,4.0,3,Moderately Old,2483.3762886597938,1.0,0.0,1.0,Low,High Floor
house,sector 28,8.4,4.0,4.0,3+,Relatively New,2430.0,1.0,1.0,0.0,Medium,Low Floor
flat,sector 104,2.25,3.0,4.0,3,Relatively New,2072.5257731958764,1.0,0.0,0.0,High,Mid Floor
house,sector 2,19.5,8.0,9.0,3+,New Property,7200.0,1.0,0.0,1.0,Medium,Low Floor
house,sector 109,7.0,4.0,4.0,3+,Relatively New,5400.0,0.0,0.0,0.0,Medium,Low Floor
house,sector 105,0.35,2.0,2.0,1,Moderately Old,450.0,0.0,0.0,1.0,Low,Low Floor
flat,sohna road,0.29,2.0,2.0,1,Relatively New,743.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 85,1.05,2.0,2.0,3,Relatively New,1479.381443298969,0.0,0.0,0.0,Low,Mid Floor
flat,sector 77,1.55,4.0,4.0,3,Relatively New,1800.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 85,1.91,4.0,6.0,3,Relatively New,3890.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 113,2.0,3.0,3.0,3,New Property,1806.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 85,1.2,2.0,2.0,3,Relatively New,1660.0,0.0,0.0,0.0,Low,High Floor
flat,sector 95,0.72,3.0,3.0,2,Relatively New,1800.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 43,5.8,4.0,4.0,3,Old Property,2801.0,0.0,0.0,0.0,Low,High Floor
flat,sector 61,2.2,3.0,3.0,2,New Property,1394.1,0.0,0.0,1.0,High,Mid Floor
flat,sector 37,1.5,3.0,4.0,3,New Property,2127.061855670104,1.0,0.0,0.0,Medium,High Floor
flat,sector 108,0.95,3.0,3.0,3,Relatively New,1643.5567010309278,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 86,1.59,3.0,3.0,3,Relatively New,1700.0,0.0,0.0,0.0,High,High Floor
flat,sector 68,1.78,3.0,3.0,3,Relatively New,1845.0,0.0,0.0,0.0,Medium,High Floor
house,sector 3,0.85,1.0,1.0,0,Relatively New,1000.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 108,2.33,3.0,3.0,3,Relatively New,1711.0,0.0,1.0,0.0,High,High Floor
flat,sector 92,1.5,3.0,3.0,3,Relatively New,1731.958762886598,0.0,0.0,1.0,Low,Mid Floor
house,sector 7,3.0,7.0,7.0,0,Old Property,2610.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 88,1.45,2.0,2.0,3,Relatively New,121.3959793814433,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 65,2.77,4.0,4.0,3,Relatively New,1975.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 85,1.25,3.0,4.0,2,Relatively New,1900.0,1.0,0.0,0.0,High,Mid Floor
house,sohna road,1.5,2.0,3.0,2,New Property,1053.0,0.0,0.0,0.0,Medium,Low Floor
flat,sohna road,0.27,2.0,2.0,2,Relatively New,619.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 102,1.45,3.0,3.0,3,Relatively New,1300.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 43,6.2,4.0,4.0,3,Moderately Old,2703.479381443299,1.0,0.0,1.0,Low,Mid Floor
flat,sector 111,2.25,3.0,3.0,2,Relatively New,1533.505154639175,0.0,0.0,1.0,Medium,High Floor
flat,sector 65,2.0,2.0,2.0,2,Relatively New,1433.0,0.0,0.0,1.0,Low,High Floor
flat,sector 74,1.47,2.0,2.0,3,New Property,1276.4175257731958,0.0,0.0,0.0,Low,High Floor
flat,sector 2,0.95,2.0,2.0,1,Relatively New,891.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 102,1.75,3.0,4.0,3,Relatively New,1741.881443298969,1.0,0.0,0.0,Medium,High Floor
flat,sector 70,1.67,3.0,5.0,3,Moderately Old,1401.9603092783505,1.0,0.0,0.0,Medium,Mid Floor
house,sector 8,0.82,2.0,4.0,0,Moderately Old,721.8,0.0,0.0,0.0,Low,Low Floor
flat,sector 24,6.5,4.0,5.0,3,New Property,3150.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 2,0.56,1.0,1.0,2,Moderately Old,585.9,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 83,0.4,1.0,1.0,1,Relatively New,421.2,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 107,0.28,2.0,2.0,2,Relatively New,440.1,0.0,0.0,0.0,Low,High Floor
flat,sector 54,10.0,4.0,5.0,3,Moderately Old,3000.0,1.0,0.0,0.0,High,High Floor
flat,sector 108,2.0,4.0,4.0,3,Relatively New,2500.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 104,2.63,4.0,4.0,3,Relatively New,2658.2474226804125,1.0,0.0,0.0,High,High Floor
flat,sector 79,1.91,3.0,4.0,3,Relatively New,2024.2268041237116,1.0,0.0,1.0,High,Mid Floor
flat,sector 49,2.9,4.0,4.0,3,Moderately Old,2149.613402061856,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 95,0.2,1.0,1.0,1,Relatively New,329.472,0.0,0.0,1.0,Medium,Low Floor
flat,sector 95,0.37,3.0,2.0,1,Relatively New,579.708,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 111,0.5,1.0,1.0,1,Relatively New,303.26399999999995,0.0,0.0,0.0,Medium,Low Floor
flat,sector 111,2.58,3.0,4.0,2,Moderately Old,2200.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sohna road,0.95,3.0,2.0,3,Relatively New,1210.73,0.0,0.0,1.0,Low,Low Floor
flat,sector 92,1.6,3.0,3.0,3,Relatively New,1608.6855670103091,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 65,2.25,2.0,2.0,3,Relatively New,1289.7,0.0,0.0,0.0,Low,Mid Floor
flat,sector 81,0.75,2.0,2.0,2,Moderately Old,1131.3,0.0,0.0,0.0,Low,Mid Floor
flat,sector 33,1.4,3.0,3.0,3,Under Construction,586.340206185567,0.0,0.0,1.0,Medium,Low Floor
house,sector 26,5.5,4.0,4.0,3+,Moderately Old,1800.0,0.0,1.0,0.0,Low,Low Floor
flat,sector 51,0.3,1.0,1.0,N,Moderately Old,64.8,0.0,0.0,1.0,Low,Low Floor
flat,sector 88,1.62,3.0,2.0,3,Relatively New,1458.6340206185566,0.0,0.0,0.0,Low,Mid Floor
flat,sector 90,1.3,3.0,3.0,3,Relatively New,1929.0,1.0,0.0,0.0,Medium,Mid Floor
house,sector 4,0.85,3.0,3.0,1,Relatively New,13500.0,0.0,0.0,1.0,Low,Low Floor
house,sector 4,3.25,3.0,3.0,2,Old Property,2250.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 70,1.27,2.0,2.0,3,Relatively New,1173.6,0.0,0.0,0.0,Medium,High Floor
house,sector 50,6.8,4.0,5.0,3,Old Property,2160.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 112,2.8,2.0,3.0,2,Relatively New,2441.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 83,1.15,3.0,3.0,1,Moderately Old,1456.2886597938143,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 56,2.11,3.0,2.0,3,Relatively New,2250.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 2,2.68,4.0,3.0,2,Moderately Old,1557.0,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 67,2.95,3.0,3.0,3,Moderately Old,2236.0,1.0,0.0,0.0,High,High Floor
flat,sector 86,1.58,3.0,3.0,1,Relatively New,1750.0,0.0,0.0,0.0,High,High Floor
flat,sector 81,2.3,3.0,4.0,3,New Property,1887.113402061856,1.0,0.0,0.0,High,Mid Floor
flat,sector 104,2.65,4.0,4.0,3,Relatively New,2841.494845360825,1.0,0.0,1.0,High,Mid Floor
flat,sector 56,0.55,1.0,2.0,1,Old Property,549.0,0.0,0.0,1.0,Medium,Low Floor
flat,sector 37,1.02,3.0,2.0,3,Under Construction,1533.505154639175,0.0,0.0,1.0,Low,High Floor
house,sector 40,2.1,3.0,3.0,2,Moderately Old,900.0,0.0,0.0,0.0,Low,Mid Floor
house,sector 38,3.5,3.0,2.0,2,Moderately Old,1722.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 78,1.15,3.0,3.0,3,Moderately Old,1962.8865979381444,1.0,0.0,1.0,Low,Mid Floor
house,sector 49,2.75,3.0,3.0,1,Old Property,1386.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 21,0.8,2.0,2.0,2,Old Property,1017.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 89,1.5,3.0,3.0,3,Under Construction,1480.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 4,0.7,3.0,2.0,1,New Property,684.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 113,3.0,3.0,3.0,3,Relatively New,2460.0,1.0,0.0,0.0,High,Mid Floor
house,sector 31,4.25,5.0,5.0,3+,Moderately Old,1620.0,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 66,3.5,3.0,3.0,2,Relatively New,2200.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 104,0.2,1.0,2.0,2,New Property,270.9,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 88,1.65,3.0,3.0,3,New Property,1646.2628865979382,0.0,0.0,1.0,Medium,High Floor
flat,sector 72,3.1,4.0,5.0,3,Moderately Old,3124.175257731959,1.0,1.0,0.0,Medium,Mid Floor
house,sector 4,1.9,4.0,3.0,2,Moderately Old,171.0,0.0,1.0,0.0,Low,Low Floor
flat,sector 37,1.5,3.0,3.0,3,Relatively New,1518.8170103092784,0.0,0.0,0.0,Low,High Floor
house,sector 26,5.5,4.0,4.0,3,Moderately Old,1800.0,1.0,0.0,0.0,Medium,Low Floor
flat,sohna road,0.25,2.0,2.0,1,Relatively New,433.557,0.0,0.0,1.0,Medium,Low Floor
house,sector 39,1.6,1.0,1.0,2,Old Property,892.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 57,5.5,5.0,6.0,3,Moderately Old,5010.0,1.0,0.0,0.0,High,High Floor
house,sector 25,10.75,9.0,9.0,3+,Old Property,3600.0,1.0,1.0,0.0,Medium,Mid Floor
flat,sector 108,3.95,3.0,5.0,2,New Property,2343.0,1.0,0.0,0.0,Medium,High Floor
flat,sector 103,0.9,2.0,2.0,2,Relatively New,1217.7835051546392,0.0,0.0,0.0,Low,Low Floor
flat,sector 58,2.2,2.0,2.0,2,Relatively New,1240.3350515463917,0.0,0.0,1.0,Low,Mid Floor
flat,sector 112,3.0,3.0,3.0,2,Relatively New,2600.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 48,3.65,3.0,3.0,3,Relatively New,2395.0,0.0,0.0,0.0,High,Mid Floor
house,sector 12,0.9,2.0,4.0,0,Old Property,675.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 81,1.0,2.0,2.0,2,Relatively New,1127.5773195876288,0.0,0.0,0.0,Low,Mid Floor
flat,sector 82,3.5,5.0,5.0,3,Relatively New,2345.4,0.0,0.0,0.0,Low,High Floor
flat,sector 37,1.79,4.0,3.0,3,Relatively New,1802.319587628866,0.0,0.0,0.0,Low,High Floor
house,sector 14,4.15,5.0,4.0,2,Old Property,2250.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 109,1.63,3.0,3.0,2,Relatively New,2295.7474226804125,1.0,0.0,1.0,High,Mid Floor
flat,sector 104,1.8,3.0,4.0,3,New Property,2061.0,0.0,0.0,1.0,Medium,High Floor
house,sector 1,1.85,4.0,3.0,2,Moderately Old,1040.4,0.0,0.0,0.0,Low,Mid Floor
flat,sector 77,1.79,3.0,3.0,3,New Property,1600.0,1.0,0.0,0.0,Low,Low Floor
flat,sector 86,2.2,3.0,3.0,1,Relatively New,1740.979381443299,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 104,1.1,2.0,2.0,3,Under Construction,1144.7164948453608,0.0,0.0,1.0,Medium,High Floor
flat,sector 86,1.3,3.0,3.0,3,Moderately Old,1740.979381443299,1.0,0.0,0.0,High,High Floor
flat,sector 106,1.14,3.0,4.0,3,Relatively New,1305.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 85,0.9,4.0,4.0,3,Moderately Old,1575.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 36,1.0,3.0,2.0,3,New Property,909.0,0.0,0.0,0.0,Medium,Low Floor
flat,sohna road,0.56,2.0,2.0,3,New Property,739.8,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 79,0.36,2.0,2.0,1,New Property,546.0,0.0,0.0,1.0,Medium,Mid Floor
house,sector 25,4.45,4.0,3.0,3+,Moderately Old,1350.0,0.0,1.0,0.0,Medium,Low Floor
flat,sector 56,2.05,4.0,4.0,3,Moderately Old,2160.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 99,0.32,2.0,2.0,2,New Property,453.4951030927835,0.0,0.0,1.0,Medium,High Floor
flat,sector 62,8.35,4.0,6.0,3,Relatively New,3859.9226804123714,1.0,0.0,0.0,High,High Floor
house,sector 39,15.0,5.0,5.0,3+,Moderately Old,4500.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 77,1.75,3.0,3.0,3,Relatively New,1900.0,1.0,0.0,1.0,Medium,High Floor
flat,sector 39,1.5,4.0,3.0,3,Old Property,2115.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 37,0.8,2.0,2.0,3,Relatively New,1300.0,0.0,0.0,0.0,Medium,Low Floor
flat,sector 88,1.45,3.0,3.0,3,Relatively New,1614.6,0.0,0.0,0.0,Low,High Floor
flat,sector 37,0.66,2.0,2.0,3,Relatively New,1310.0,0.0,0.0,1.0,Medium,High Floor
flat,sector 108,0.7,2.0,2.0,3,Moderately Old,1393.2,0.0,0.0,0.0,Low,Low Floor
flat,sector 108,0.97,2.0,2.0,3,Relatively New,945.0,1.0,0.0,1.0,High,Mid Floor
flat,sector 70,2.3,3.0,3.0,3,Relatively New,1939.4329896907216,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 37,0.38,2.0,2.0,1,Relatively New,925.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 2,0.75,2.0,2.0,2,Old Property,1100.0,0.0,0.0,0.0,Low,High Floor
flat,sector 86,0.42,2.0,2.0,1,New Property,450.9,1.0,0.0,1.0,Medium,Low Floor
flat,sector 65,1.75,3.0,3.0,3,Relatively New,993.2381443298968,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 43,2.5,3.0,2.0,3,Old Property,1668.8144329896909,0.0,0.0,0.0,Low,Mid Floor
flat,sector 2,1.38,3.0,3.0,2,Relatively New,1289.9484536082475,0.0,0.0,0.0,High,Low Floor
flat,sector 85,1.22,2.0,2.0,3,Relatively New,1300.0,0.0,1.0,0.0,Medium,High Floor
flat,sector 66,3.5,3.0,3.0,3,Moderately Old,2125.0,1.0,1.0,0.0,Medium,Mid Floor
house,sector 25,7.3,9.0,9.0,2,Relatively New,5800.0,1.0,1.0,0.0,Medium,Mid Floor
flat,sector 65,2.85,3.0,3.0,3,Relatively New,1828.0,0.0,0.0,0.0,Medium,High Floor
house,sector 3,1.0,3.0,4.0,2,Relatively New,900.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 95,0.92,3.0,3.0,3,Relatively New,1750.0,0.0,0.0,1.0,Low,High Floor
flat,sector 84,0.84,3.0,3.0,3,New Property,1556.0567010309278,0.0,0.0,1.0,Medium,Mid Floor
flat,sohna road,0.58,2.0,2.0,2,Relatively New,822.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 77,2.1,3.0,3.0,3,New Property,1826.6752577319587,1.0,0.0,0.0,Low,High Floor
flat,sector 95,0.96,3.0,3.0,3,New Property,1393.2,0.0,1.0,1.0,Low,Mid Floor
flat,sector 106,1.1,3.0,4.0,3,Relatively New,1186.0,1.0,0.0,0.0,High,Mid Floor
flat,sector 33,1.1,2.0,2.0,2,New Property,1275.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 81,0.49,2.0,2.0,3,Relatively New,700.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 67,2.72,4.0,4.0,3,Relatively New,2250.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 1,0.9,4.0,4.0,3,Moderately Old,2225.3865979381444,0.0,0.0,1.0,Low,Mid Floor
flat,sector 67,2.35,3.0,4.0,3,Moderately Old,1745.4896907216496,1.0,0.0,0.0,High,High Floor
flat,sector 37,1.44,3.0,3.0,3,New Property,1791.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 69,1.92,4.0,4.0,2,Relatively New,1125.0,0.0,0.0,0.0,High,Low Floor
flat,sector 108,2.6,3.0,3.0,2,New Property,1711.0,0.0,0.0,1.0,Low,High Floor
flat,sector 79,1.41,2.0,2.0,3,New Property,1414.8,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 30,1.3,3.0,3.0,2,Old Property,1261.5463917525774,0.0,0.0,1.0,Low,Low Floor
flat,sohna road,0.87,3.0,2.0,3,Relatively New,1210.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 26,18.9,6.0,8.0,2,Relatively New,4518.0,1.0,1.0,0.0,Medium,Mid Floor
flat,sector 69,1.6,3.0,3.0,2,Relatively New,1423.4536082474226,0.0,0.0,0.0,High,Low Floor
flat,sector 99,1.32,3.0,5.0,3,New Property,1575.708762886598,1.0,0.0,0.0,Medium,High Floor
flat,sector 65,1.3,2.0,2.0,2,Relatively New,744.0015463917525,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 4,0.21,1.0,1.0,1,Relatively New,405.0,0.0,0.0,0.0,Low,Low Floor
house,sector 26,17.0,5.0,5.0,3+,Relatively New,4518.0,1.0,1.0,0.0,Medium,Low Floor
flat,sector 83,1.3,3.0,3.0,3,Relatively New,1268.6581958762886,1.0,0.0,0.0,High,High Floor
flat,sector 102,2.15,3.0,4.0,3,Relatively New,1938.530927835052,1.0,0.0,1.0,Medium,High Floor
house,sector 49,1.6,4.0,4.0,3,New Property,60.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 104,0.4,2.0,2.0,1,Relatively New,512.7860824742269,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 68,1.0,2.0,2.0,3,New Property,1062.0,0.0,0.0,1.0,Low,High Floor
flat,sector 61,1.7,2.0,2.0,2,Under Construction,1008.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 113,2.7,3.0,4.0,3,Relatively New,2217.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 88,1.0,2.0,2.0,3,Relatively New,1305.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 104,1.59,2.0,2.0,2,Relatively New,1398.1958762886595,0.0,0.0,0.0,Medium,High Floor
house,sector 33,8.5,5.0,5.0,3+,New Property,4770.0,1.0,1.0,0.0,Medium,Mid Floor
flat,sohna road road,0.69,2.0,2.0,2,Under Construction,1350.0,0.0,0.0,1.0,Low,Mid Floor
flat,sector 109,1.68,3.0,3.0,3,Moderately Old,2295.7474226804125,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 43,8.44,4.0,5.0,3,Moderately Old,5000.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 66,3.4,3.0,4.0,3,Relatively New,2200.0,1.0,1.0,0.0,Medium,Mid Floor
flat,sector 33,2.5,3.0,3.0,2,New Property,1695.6,0.0,0.0,0.0,Medium,Low Floor
flat,sector 33,1.35,3.0,2.0,3,New Property,1404.5103092783506,0.0,0.0,1.0,Low,High Floor
flat,sector 68,1.05,2.0,2.0,2,New Property,1200.0,0.0,0.0,0.0,Medium,High Floor
house,sector 76,9.0,8.0,5.0,3+,Old Property,3240.0,1.0,1.0,0.0,Low,Mid Floor
flat,sector 90,0.65,2.0,2.0,3,Relatively New,1050.0,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 66,4.85,4.0,4.0,3,Relatively New,3500.0,1.0,1.0,0.0,High,High Floor
flat,sector 1,1.0,3.0,4.0,N,New Property,2480.0,0.0,0.0,1.0,Low,Mid Floor
house,sector 105,9.9,2.0,2.0,2,Moderately Old,2000.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 109,1.5,3.0,3.0,1,New Property,2040.3,1.0,0.0,0.0,Low,Mid Floor
house,sector 70,4.7,4.0,4.0,3+,New Property,2610.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 37,1.17,2.0,2.0,2,Relatively New,1271.9072164948454,0.0,0.0,0.0,Medium,Low Floor
flat,sector 58,2.2,2.0,2.0,1,Relatively New,1432.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 77,2.1,3.0,4.0,3,New Property,1600.0,1.0,0.0,0.0,Medium,High Floor
house,sector 2,2.75,3.0,3.0,3,Moderately Old,1557.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 33,1.65,2.0,2.0,3,Under Construction,1035.9,0.0,0.0,1.0,Low,Low Floor
flat,sector 90,0.95,3.0,3.0,3,Relatively New,1350.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 102,1.6,2.0,2.0,3,Moderately Old,1368.0,0.0,0.0,1.0,Low,High Floor
flat,sector 83,1.4,4.0,4.0,3,Relatively New,1755.0,1.0,0.0,1.0,Low,Mid Floor
flat,sector 69,1.75,3.0,4.0,2,Relatively New,1665.0,0.0,0.0,0.0,High,Low Floor
flat,sector 83,0.95,2.0,2.0,3,Relatively New,1300.0,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 79,1.35,3.0,3.0,2,Relatively New,1357.6030927835052,0.0,0.0,0.0,Medium,Mid Floor
flat,sector 2,1.28,3.0,3.0,3,Relatively New,1206.0,0.0,0.0,0.0,Low,Low Floor
house,sector 43,5.8,6.0,6.0,3,Relatively New,1935.0,1.0,0.0,0.0,Low,Low Floor
house,sector 21,0.45,3.0,2.0,1,Old Property,481.5,0.0,0.0,1.0,Low,Low Floor
flat,sector 92,0.99,3.0,2.0,3,New Property,1345.5,0.0,0.0,0.0,Low,Low Floor
flat,sector 66,3.0,4.0,5.0,3,Relatively New,2100.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 93,0.4,2.0,2.0,N,Relatively New,730.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 47,1.65,3.0,3.0,3,Old Property,1721.1649484536083,0.0,0.0,0.0,Medium,Low Floor
house,sector 2,2.55,3.0,3.0,2,Old Property,1557.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 67,2.32,3.0,4.0,3,Moderately Old,1592.744845360825,1.0,0.0,0.0,Medium,High Floor
house,sector 12,1.7,1.0,1.0,1,Old Property,1800.0,1.0,0.0,1.0,Low,Low Floor
flat,sector 81,1.35,3.0,3.0,3,Moderately Old,1315.8453608247423,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 84,0.79,3.0,3.0,3,New Property,1556.0567010309278,0.0,0.0,1.0,Low,Mid Floor
house,sector 46,5.5,8.0,8.0,3+,Moderately Old,2385.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 69,0.6,2.0,1.0,1,Relatively New,540.0,0.0,0.0,0.0,Low,High Floor
house,sector 50,8.45,3.0,3.0,2,Old Property,3231.0,1.0,0.0,0.0,Medium,Low Floor
flat,sector 37,0.33,2.0,2.0,1,Relatively New,850.0,0.0,0.0,0.0,High,Mid Floor
flat,sector 107,0.8,2.0,2.0,3,Relatively New,1232.2164948453608,0.0,0.0,0.0,High,Mid Floor
flat,sector 2,0.95,2.0,2.0,3,Moderately Old,1276.4175257731958,0.0,0.0,0.0,Medium,Low Floor
house,sector 11,1.8,8.0,5.0,2,Moderately Old,2005.2,0.0,0.0,1.0,Low,Low Floor
flat,sector 2,7.5,5.0,6.0,3,Relatively New,9020.61855670103,1.0,0.0,1.0,Low,High Floor
flat,sector 85,1.18,2.0,3.0,3,Relatively New,1420.0,0.0,0.0,0.0,High,High Floor
flat,sector 69,2.07,3.0,3.0,3,Relatively New,1634.5360824742268,0.0,0.0,0.0,Low,High Floor
flat,sector 107,1.2,3.0,3.0,3,Relatively New,1750.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 102,1.3,2.0,2.0,3,Relatively New,1009.0,0.0,1.0,1.0,Medium,Low Floor
flat,sector 68,0.9,2.0,2.0,2,New Property,1062.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 49,1.9,3.0,3.0,3,Moderately Old,1624.5,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 92,0.7,3.0,2.0,2,Relatively New,1325.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 54,3.51,4.0,4.0,3,New Property,2844.0,1.0,0.0,1.0,Medium,Mid Floor
flat,sector 82,0.62,1.0,1.0,N,Relatively New,650.0,0.0,0.0,0.0,Low,Mid Floor
flat,sector 68,1.1,2.0,2.0,3,New Property,1112.7835051546392,0.0,0.0,1.0,Medium,High Floor
house,sector 14,6.5,4.0,4.0,3+,Moderately Old,3150.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 90,0.7,2.0,2.0,3,New Property,1219.5876288659797,0.0,0.0,1.0,Medium,Mid Floor
flat,sector 22,2.79,3.0,3.0,3,New Property,1860.0,0.0,0.0,0.0,High,High Floor
flat,sector 49,3.0,4.0,4.0,3,Moderately Old,2200.0,1.0,0.0,0.0,Medium,Mid Floor
flat,sector 92,1.0,4.0,4.0,3,New Property,1822.1649484536083,0.0,0.0,1.0,Low,High Floor
house,sector 7,0.27,2.0,2.0,1,Moderately Old,225.0,0.0,0.0,0.0,Low,Low Floor
flat,sector 102,1.9,3.0,3.0,3,Relatively New,1700.1,0.0,1.0,0.0,Low,Mid Floor
flat,sector 63,8.5,4.0,4.0,N,Relatively New,3950.0,0.0,0.0,0.0,Medium,High Floor
flat,sector 50,1.4,3.0,3.0,2,Relatively New,1241.2371134020618,0.0,1.0,0.0,Medium,Mid Floor
flat,sector 85,2.15,4.0,5.0,3,Relatively New,2153.8989690721646,1.0,0.0,0.0,High,Mid Floor
flat,sector 66,2.85,3.0,3.0,3,Relatively New,1950.0,0.0,0.0,0.0,Medium,High Floor
house,sector 40,5.0,9.0,9.0,3+,Relatively New,2367.0,0.0,0.0,0.0,Medium,Mid Floor
house,sector 6,0.5,3.0,3.0,2,Moderately Old,600.0,0.0,0.0,1.0,Low,Low Floor
flat,sector 61,2.54,3.0,3.0,3,New Property,1639.0,0.0,1.0,0.0,Low,Low Floor
flat,sector 90,0.64,2.0,2.0,3,Old Property,1081.340206185567,0.0,0.0,0.0,Medium,Mid Floor
house,sector 50,12.5,6.0,5.0,3,Moderately Old,3078.0,1.0,0.0,0.0,Low,Mid Floor
flat,sector 83,1.05,3.0,3.0,2,Relatively New,1583.118556701031,1.0,1.0,0.0,High,High Floor
house,sector 11,0.95,5.0,3.0,0,Moderately Old,1300.0,0.0,0.0,0.0,Low,Low Floor
